resume_text,role
intern ci/cd rest docker python Developed microservices Implemented CI/CD team Developed python reduced time by 30% handled team of 5,Software Engineer
docker java python c++ Managed automation Authored automation Built scalable java reduced time by 46%,Software Engineer
python rest ci/cd java Built scalable project Implemented CI/CD docker Built scalable tooling,Software Engineer
docker java kubernetes python Led a project on ci/cd Authored docker Worked on java,Software Engineer
director docker ci/cd python microservices Optimized team Built scalable tooling Collaborated with python,Software Engineer
kubernetes rest ci/cd microservices Designed and implemented docker Implemented CI/CD kubernetes Built scalable c++,Software Engineer
manager sql c++ rest docker Improved performance of tooling Designed and implemented system Led a project on java reduced time by 34%,Software Engineer
c++ java microservices kubernetes Authored kubernetes Collaborated with docker Led a project on java reduced time by 29%,Software Engineer
c++ ci/cd java python Led a project on c++ Led a project on c++ Built scalable rest,Software Engineer
intern c++ docker kubernetes sql Collaborated with ci/cd Led a project on team Optimized tooling reduced time by 34% handled team of 8,Software Engineer
python kubernetes docker ci/cd Led a project on system Implemented CI/CD sql Optimized ci/cd reduced time by 34% handled team of 6,Software Engineer
lead docker microservices kubernetes python Responsible for java Responsible for kubernetes Improved performance of kubernetes reduced time by 60% handled team of 6,Software Engineer
ci/cd docker rest java Authored project Owned end-to-end team Optimized sql handled team of 2,Software Engineer
rest java kubernetes sql Collaborated with automation Optimized kubernetes Managed automation reduced time by 31%,Software Engineer
c++ sql rest java Developed team Responsible for microservices Collaborated with team,Software Engineer
lead rest python sql docker Collaborated with microservices Authored system Developed rest,Software Engineer
senior ci/cd microservices docker java Managed kubernetes Collaborated with java Optimized sql,Software Engineer
rest c++ python ci/cd Implemented CI/CD python Authored rest Authored sql,Software Engineer
ci/cd microservices docker java Managed tooling Built scalable project Owned end-to-end c++,Software Engineer
c++ rest kubernetes docker Authored kubernetes Managed kubernetes Led a project on rest,Software Engineer
ci/cd sql python kubernetes Implemented CI/CD automation Authored kubernetes Implemented CI/CD python,Software Engineer
ci/cd python microservices kubernetes Implemented CI/CD team Developed java Led a project on tooling reduced time by 52%,Software Engineer
python ci/cd rest microservices Worked on team Developed project Developed kubernetes,Software Engineer
docker ci/cd java c++ Led a project on python Led a project on microservices Designed and implemented ci/cd,Software Engineer
docker java c++ microservices Designed and implemented rest Collaborated with kubernetes Owned end-to-end tooling,Software Engineer
intern java ci/cd python rest Owned end-to-end java Improved performance of kubernetes Led a project on java,Software Engineer
senior python ci/cd c++ rest Owned end-to-end tooling Designed and implemented ci/cd Owned end-to-end docker,Software Engineer
c++ rest ci/cd java Collaborated with java Improved performance of python Managed system reduced time by 31%,Software Engineer
ci/cd c++ rest docker Responsible for system Designed and implemented ci/cd Responsible for ci/cd reduced time by 45%,Software Engineer
microservices ci/cd sql rest Managed kubernetes Developed c++ Responsible for project,Software Engineer
ci/cd python microservices docker Designed and implemented rest Optimized kubernetes Built scalable python,Software Engineer
kubernetes python c++ ci/cd Managed tooling Led a project on team Led a project on tooling handled team of 7,Software Engineer
intern python ci/cd sql kubernetes Improved performance of project Owned end-to-end ci/cd Developed docker,Software Engineer
java docker microservices ci/cd Collaborated with docker Owned end-to-end team Responsible for automation,Software Engineer
python docker sql microservices Optimized java Developed c++ Collaborated with java reduced time by 17% handled team of 13,Software Engineer
lead docker rest c++ sql Built scalable team Responsible for team Built scalable kubernetes reduced time by 50%,Software Engineer
java ci/cd c++ sql Responsible for ci/cd Responsible for rest Improved performance of c++ reduced time by 38%,Software Engineer
c++ sql kubernetes java Worked on rest Responsible for sql Built scalable ci/cd,Software Engineer
java c++ rest docker Built scalable system Owned end-to-end rest Responsible for java,Software Engineer
intern python docker rest c++ Improved performance of sql Implemented CI/CD microservices Responsible for tooling,Software Engineer
python sql java docker Implemented CI/CD ci/cd Led a project on team Led a project on microservices,Software Engineer
sql microservices kubernetes python Managed python Managed system Owned end-to-end ci/cd reduced time by 37% handled team of 15,Software Engineer
microservices java sql docker Designed and implemented microservices Worked on rest Improved performance of docker handled team of 15,Software Engineer
docker java ci/cd microservices Managed tooling Designed and implemented sql Managed system,Software Engineer
c++ rest java ci/cd Developed kubernetes Responsible for team Responsible for tooling reduced time by 23%,Software Engineer
ci/cd python docker c++ Implemented CI/CD microservices Optimized ci/cd Responsible for docker,Software Engineer
c++ sql python java Implemented CI/CD project Led a project on c++ Managed tooling handled team of 6,Software Engineer
ci/cd python sql rest Responsible for system Responsible for sql Responsible for system reduced time by 25%,Software Engineer
docker c++ sql python Owned end-to-end c++ Optimized project Improved performance of project,Software Engineer
c++ docker sql python Managed java Built scalable ci/cd Authored microservices,Software Engineer
java docker microservices kubernetes Owned end-to-end docker Optimized python Managed automation,Software Engineer
python c++ ci/cd docker Developed system Collaborated with automation Led a project on tooling,Software Engineer
kubernetes ci/cd docker sql Designed and implemented rest Improved performance of docker Improved performance of docker handled team of 15,Software Engineer
